product_code,part_type,socket,chipset,mem_type,tdp_watt,rated_watt,length_mm,gpu_max_mm,cooler_tdp,height_mm,capacity_gb,gpu_chipset,vram_gb,required_power_watt,pcie_gen,form_factor,interface,tag_white,tag_rgb,tag_silent
67499,POWER,,,,,,,,,,,,,,,ATX,SATA,false,false,false
90427,RAM,,,DDR4,,,,,,,32,,32,,,,SATA,false,false,false
90428,RAM,,,DDR4,,,,,,,32,,32,,,,SATA,false,false,false
96102,SSD,,,,,,,,,,,,,,,,,false,false,false
96101,MOUSE,,,,,,,,,,,,,,,,,false,false,false
96103,MOUSE,,,,,,,,,,,,,,,,,false,false,false
91100,CASE,,,,,,,450,,170,,,,,,ATX,,true,false,false
101850,CASE,,,,,,,,,,,,,,,ATX,,true,true,false
101803,UNKNOWN,,,,,,,,,,,,,,,,,false,false,false
52436,POWER,,,,,1200,,,,,,,,,,ATX,,false,false,false
101474,HEADSET,,,,,,,,,,,,,,,,,false,false,false
98080,SPEAKER,,,,,,,,,,,,,,,,,false,true,false
100417,POWER,,,,,,,,,,,,,,,ATX,SATA,false,false,false
101882,POWER,,,,,1000,,,,,,,,,,ATX,,false,false,false
101873,POWER,,,,,,,,,,,,,,,ATX,SATA,false,false,false
57781,SSD,,,,,,,,,,,,,,,,,false,false,false
101483,SSD,,,,,,,,,,,,,,,,,false,false,false
101479,HEADSET,,,,,,,,,,,,,,,,,false,false,false
97519,POWER,,,,,650,,,,,,,,,,ATX,,false,false,false
97833,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97849,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97851,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97854,MOUSE,,,,,,,,,,,,,,,,,false,true,false
103501,UNKNOWN,,,,,,,,,,,,,,,,,false,false,false
98764,MOUSE,,,,,,,,,,,,,,,,,false,false,false
98766,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97866,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97865,MOUSE,,,,,,,,,,,,,,,,,false,false,false
97747,COOLER_SYSTEM,,,,,,,,,,,,,,,,,true,true,false
97102,POWER,,,,,700,,,,,,,,,,ATX,,false,false,false
97103,POWER,,,,,800,,,,,,,,,,ATX,,false,false,false
103473,KEYBOARD,,,,,,,,,,,,,,,,,false,false,false
103450,MOUSE,,,,,,,,,,,,,,,,,false,true,false
102130,UNKNOWN,,,,,,,,,,,,,,,,,false,true,false
96086,CASE,,,,,,,350,,105,,,,,,ATX,,false,false,false
97099,POWER,,,,,550,,,,,,,,,,ATX,,false,false,false
97100,POWER,,,,,650,,,,,,,,,,ATX,,false,false,false
