자체상품코드,통합상품코드,장부상품코드,장부상품명,대표상품코드,물류위치,모델명,상품명,제조사,카테고리1,카테고리2,카테고리3,카테고리4,상태값,매입가,발주가,공급처,시중가,일반회원,딜러Lv1,딜러Lv2,딜러Lv3,지도가현,지도가카,다나와No,에누리No,스펙,직발송 택배비,택배비,무료여부,인증코드번호 1,인증코드번호 2
113955,368195,,,,,,(2MONS) 서버용 18형 레일2PCS/SET /케이스,2MONS,컴퓨터주변기기,케이스(CASE),랙마운트,,판매중,40000,,(주)컴퓨터광장,0,41100,40070,40070,40070,45000,46500,4362961,,"수입/제조사 : 2MONS / 액세서리 / 브라켓,가이드 / ",0,"3,000",,해당없음,
113957,343678,,,,,서버용 26형 레일,(2MONS) 서버용 26형 레일2PCS/SET /케이스,2MONS,컴퓨터주변기기,케이스(CASE),랙마운트,,판매중,43000,,(주)컴퓨터광장,0,44100,43000,43000,43000,48500,50000,3168723,,"수입/제조사 : 2MONS / 액세서리 / 브라켓,가이드 / ",0,"3,000",,해당없음,
113958,343307,,,,,,(2MONS) 서버용 SSD가이드 /케이스,2MONS,컴퓨터주변기기,케이스(CASE),랙마운트,,판매중,1000,,(주)컴퓨터광장,0,1000,980,980,980,1500,1500,3156205,,"수입/제조사 : 2MONS / 액세서리 / 브라켓,가이드 /",0,"3,000",,해당없음,
97820,354206,,,,,,(ABKO) NCORE 마션 USB3.0 화이트 /케이스,ABKO,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,41000,, 재고있음,0,42100,41050,41050,41050,44000,45500,3509657,,케이스 / 제조회사 : ABKO / 제품 분류 : 미들타워 / 지원 파워 규격 : 표준-ATX / 사운드 : HD AUDIO / 그래픽카드 장착 : 370 mm / SSD 전용 베이 : 2개 / CPU쿨러 장착 : CPU 쿨러높이:158mm /,0,"3,000",,,
114626,316723,,,,,,(AONE) 500P KC /파워,AONE,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,21600,,(주)에이원아이엔티,0,22200,21650,21650,21650,24000,24000,2459011,,"AONE / ATX / 정격출력 : 230(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 10.5(A) / +5V : 11(A) / +3.3V : 12(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 6핀 PCI-E : 6, PCI-E x1 / 무상 1(년), 유상 2(년) / ",0,"3,000",,"MSIP-REM-3YE-500AK,XU100171-16013",XU100171-13004A
114622,333331,,,,,,(AONE) 600T KC /파워,AONE,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,29700,,(주)에이원아이엔티,0,30500,29740,29740,29740,33000,33000,2932261,,"AONE / ATX / 정격출력 : 300(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 15(A) / +5V : 13(A) / +3.3V : 13(A) / SATA : 4 / 4핀 IDE : 4, IDE x4 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 6핀 PCI-E : 6, PCI-E x1 / 보조8핀 / 무상 1(년), 유상 2(년) / ",0,"3,000",,"MSIP-REI-HTH-500HQ1,XU100171-13005",MSIP-REI-AOE-14070003A
114624,317005,,,,,,(AONE) 태왕 EP600 KC /파워,AONE,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,23800,,(주)에이원아이엔티,0,24400,23790,23790,23790,26500,26500,2509283,,"AONE / ATX / 정격출력 : 300(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 15(A) / +5V : 13(A) / +3.3V : 13(A) / SATA : 4 / 4핀 IDE : 4, IDE x4 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 6핀 PCI-E : 6, PCI-E x1 / 보조8핀 / 무상 1(년), 유상 2(년) / ",0,"3,000",,"MSIP-REM-3YE-K300,XU100171-13005",MSIP-REI-HTH-500HQ1
114625,314107,,,,,(AONE) 태왕 EP600L KC /파워,(AONE) 태왕 EP600L KC /파워,AONE,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,20500,,(주)아토즈인터내셔널,0,21000,20480,20480,20480,23000,23000,2451400,,"AONE / ATX / 정격출력 : 230(W) / 케이블일체형 / +12V 싱글레일 / 팬크기 : 120(mm) / 팬개수 : 1(개) / +12V 출력 : 12A / 메인전원 : 24핀(20+4) 1(개) / 보조전원 : 8핀+(4+4)핀 1(개) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 무상 1(년), 유상 2(년) / ",0,"3,000",,"MSIP-REM-3YE-500AK,XU100171-16013",XU100171-13003A
126830,135613,,,,,,(APC) BACK-UPS BK500EI /파워,APC,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,172000,,(주)와룡물산,0,176600,172190,172190,172190,191000,225000,73075,,APC / UPS / ,0,"3,000",,HU10007-4005A,HU10007-4005A
126795,353561,,,,,,(APC) Smart-UPS 1000VA LCD 230V SMT1000I /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,485000,,(주)와룡물산,0,497900,485450,485450,485450,530000,625000,,,APC / UPS / ,0,"3,000",,,
126794,353556,,,,,,(APC) Smart-UPS 1000VA LCD RM 2U 230V SMT1000RMI2U /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,635000,,(주)와룡물산,0,651900,635600,635600,635600,699000,820000,,,APC / UPS / ,0,"3,000",,,
126804,353560,,,,,,(APC) Smart-UPS 1500VA LCD 230V SMT1500I /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,680000,,(주)와룡물산,0,698000,680550,680550,680550,745000,879000,,,APC / UPS / ,0,"3,000",,,
126803,353555,,,,,,(APC) Smart-UPS 1500VA LCD RM 2U 230V SMT1500RMI2U /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,835000,,(주)와룡물산,0,857200,835770,835770,835770,915000,1075000,,,APC / UPS / ,0,"3,000",,,
126837,353559,,,,,,(APC) Smart-UPS 2200VA LCD 230V SMT2200I /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,1170000,,(주)와룡물산,0,1201000,1170980,1170980,1170980,1290000,1520000,,,APC / UPS / ,0,"3,000",,,
126836,353554,,,,,,(APC) Smart-UPS 2200VA LCD RM 2U 230V SMT2200RMI2U /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,1610000,,(주)와룡물산,0,1652700,1611380,1611380,1611380,1775000,2085000,,,APC / UPS / ,0,"3,000",,,
126723,353562,,,,,,(APC) Smart-UPS 750VA LCD 230V SMT750I /파워,APC,컴퓨터주변기기,파워(POWER),정격700/850W,,판매중,410000,,(주)와룡물산,0,420900,410380,410380,410380,450000,530000,,,APC / UPS / ,0,"3,000",,,
126722,353557,,,,,,(APC) Smart-UPS 750VA LCD RM 2U 230V SMT750RMI2U /파워,APC,컴퓨터주변기기,파워(POWER),정격700/850W,,판매중,485000,,(주)와룡물산,0,497900,485450,485450,485450,540000,635000,,,APC / UPS / ,0,"3,000",,,
126780,353552,,,,,,(APC) Smart-UPS C 2000VA 2U LCD 230V SMC2000I-2U /파워,APC,컴퓨터주변기기,파워(POWER),정격1000W이상,,판매중,1260000,,(주)와룡물산,0,1293400,1261070,1261070,1261070,1410000,1665000,3270288,,APC / UPS / ,0,"3,000",,"	HU10091-14025A","	HU10091-14025A"
105489,352709,,,,,SK-II 450TFX V2 벌크  ,(Bestone) SK-II 450TFX V2 벌크 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,23000,,(주)세송씨앤씨,0,23600,23010,23010,23010,25000,25000,3430746,,"Bestone / TFX / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V방식 : +12V 싱글레일 / +12V : 9(A) / +5V : 12(A) / +3.3V : 7(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 보조4핀 / ",0,"3,000",,"MSIP-REM-3YE-TFX400T,XU100171-13006",
105490,352710,,,,,SK-II 500S 벌크  ,(Bestone) SK-II 500S 벌크 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,15000,,(주)세송씨앤씨,0,15400,15020,15020,15020,16500,16500,3430588,,Bestone / ATX / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 11(A) / +5V : 8(A) / +3.3V : 7(A) / 보조4핀 / ,0,"3,000",, XU100237-14001A,
105487,355496,,,,,SK-II 500SA V2,(Bestone) SK-II 500SA V2 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,22000,,(주)세송씨앤씨,0,22600,22040,22040,22040,24000,24000,3550147,,"Bestone / ATX / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 14(A) / +5V : 10(A) / +3.3V : 10(A) / SATA : 4 / 4핀 IDE : 4, IDE x2 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / ",0,"3,000",,XU100368-15002A,
126826,352711,,,,,,(Bestone) SK-II 500SA V2 벌크 /파워,Bestone,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,20000,,(주)세송씨앤씨,0,20500,19990,19990,19990,22000,22000,3430608,,"Bestone / ATX / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 14(A) / +5V : 10(A) / +3.3V : 10(A) / SATA : 4 / 4핀 IDE : 4, IDE x2 / 6핀 PCI-E : 6, PCI-E x1 / 보조8핀 / ",0,"3,000",, XU100368-15002A,
105482,355698,,,,,SK-II M500DM V2,(Bestone) SK-II M500DM V2 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,27000,,(주)세송씨앤씨,0,27700,27010,27010,27010,29000,29000,3565822,,"Bestone / M-ATX,SFX / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 12(A) / +5V : 12(A) / +3.3V : 13(A) / SATA : 4 / 4핀 IDE : 4, IDE x4 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 보조4핀 / ",0,"3,000",,XU100171-14008,
105481,355696,,,,,SK-II M500DM V2 벌크,(Bestone) SK-II M500DM V2 벌크 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,25000,,(주)세송씨앤씨,0,25700,25060,25060,25060,27000,27000,3565832,,"Bestone / M-ATX,SFX / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 12(A) / +5V : 12(A) / +3.3V : 13(A) / SATA : 4 / 4핀 IDE : 4, IDE x4 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 보조4핀 / ",0,"3,000",,XU100171-14008,
105488,355497,,,,,SK-II M500S,(Bestone) SK-II M500S /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,22000,,(주)세송씨앤씨,0,22600,22040,22040,22040,24000,24000,3550066,,"Bestone / M-ATX,SFX / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 10(A) / +5V : 10(A) / +3.3V : 8(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 보조4핀 / ",0,"3,000",,XU100237-14001A ,
105493,352714,,,,,SK-II M500S 벌크  ,(Bestone) SK-II M500S 벌크 /파워,Bestone,컴퓨터주변기기,파워(POWER),,,판매중,20000,,(주)세송씨앤씨,0,20500,19990,19990,19990,22000,22000,3430715,,"Bestone / M-ATX,SFX / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 10(A) / +5V : 10(A) / +3.3V : 8(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 보조4핀 / ",0,"3,000",,XU100237-14001A,
108386,257152,,,,,CT-1155/1156-1U,(COOLERTEC) CT-1155/1156-1U2BALL /쿨러/튜닝,COOLERTEC,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,27200,,주식회사 리더샵,0,27900,27200,27200,27200,30000,30000,1538215,,"COOLERTEC / CPU쿨러 / 공랭 / 팬 크기 : 70(mm) / 팬 두께 : 15(T) / 최대 풍량 : 30.25(CFM) / 전원단자 : 3핀 / 최대 팬속도 : 5,500(RPM) / LGA1200 / LGA115(X) / ",0,"3,000",,,
126827,344012,,,,,,(EPITECH) ENERGY OPTIMUS Mach III 500K v2.3,에너지옵티머스,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,31300,,주식회사 엠에스비즈니스,0,32100,31300,31300,31300,36500,36500,3182134,,"에너지옵티머스 / ATX / 500(W) / 팬크기 : 120(mm) / +12V : 18(A),18(A) / +5V : 8(A) / +3.3V : 7(A) / SATA : 5 / 대기전력1W / 무상 3(년), 유상 4(년) / ",0,"3,000",,"MSIP-REI-MJ1-XU100192-14009,XU100192-14009",XU100192-14009
95280,339416,,,,,,(FSP) AURUM PT850W /파워,FSP,컴퓨터주변기기,파워(POWER),,,판매중,225000,,(주)렉스쿨컴퍼니,0,231000,225230,225230,225230,240200,255200,3021546,,파워 / 제조회사 : FSP / 제품 분류 : ATX 파워 / 표기 출력 : 표기 850W / 정격 출력 : 정격 850W / 80 PLUS : 80 PLUS / PFC 회로 : 액티브PFC /,0,"3,000",,MSIP-REM-Fsp-FSP850-50AMPD,MSIP-REM-Fsp-FSP850-50AMPD
119468,312486,,,,,,(GELID) SLIMHERO /쿨러/튜닝,GELID,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,39300,,주식회사 해인디지탈,0,40300,39290,39290,39290,41000,41000,2405745,,"GELID / CPU쿨러 / 공랭 / 히트파이프 : 4(EA) / 팬 크기 : 120(mm) / 팬 두께 : 15.8(T) / 최대 풍량 : 89.1(CFM) / 최대 팬속도 : 1,600(RPM) / 높이 : 59(mm) / LGA1200 / LGA115(X) / LGA775 / LGA1366 / FM(X),AM(X) /",0,"3,000",,,
126823,370339,,,,,,(HOPELY) 500RW V2.3 /파워,HOPELY,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,28000,,(주)지오티오피,0,28700,27980,27980,27980,30500,30500,4545079,,"HOPELY / ATX / 정격출력 : 500(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / V2.3 / +12V방식 : +12V 다중레일 / +12V : 15(A),16(A) / +5V : 14(A) / +3.3V : 15(A) / SATA : 5 / 4핀 IDE : 4, IDE x3 / 8핀(6+2) PCI-E : 6+2, PCI-E x2 / 보조8핀 / 대기전력1W / 무상 2(년), 유상 3(년) / ",0,"3,000",,"MSIP-REM-3YE-K500,XU100171-16015",
126772,374929,,,,,,(HOPELY) 600A /파워,HOPELY,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,14500,,(주)지오티오피,0,14900,14530,14530,14530,16000,16000,4897140,,"HOPELY / ATX / 정격출력 : 200(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 10(A) / +5V : 10(A) / +3.3V : 6(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 보조4핀 / 대기전력1W / 무상 1(년), 유상 2(년) / ",0,"3,000",,"R-REM-8JZ-K200A,XU101534-18001",
126771,374936,,,,,,(HOPELY) 600JB /파워,HOPELY,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,17500,,(주)지오티오피,0,18000,17550,17550,17550,19000,19000,4545328,,"HOPELY / ATX / 정격출력 : 230(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 120(mm) / +12V방식 : +12V 싱글레일 / +12V : 11(A) / +5V : 11(A) / +3.3V : 10(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 6핀 PCI-E : 6, PCI-E x1 / 무상 1(년), 유상 2(년) / ",0,"3,000",,"MSIP-REM-STy-SE-A230-1024,XU100669-15002A",
126825,356261,,,,,,(ICE-MAN ICE-MAN) TFX500W /파워,ICE-MAN ICE-MAN,컴퓨터주변기기,파워(POWER),정격500/550W,,판매중,27000,, 재고있음,0,27700,27010,27010,27010,0,0,3593272,,"이도디스플레이 / TFX / 정격출력 : 250(W) / 메인커넥터 : 20+4 / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V방식 : +12V 싱글레일 / +12V : 12(A) / +5V : 12(A) / +3.3V : 10(A) / SATA : 3 / 4핀 IDE : 4, IDE x3 / 보조4핀 / 대기전력1W / 보증기간 : 무상 2(년), 유상 3(년) /",0,"3,000",,KCC-REM-3YE-TFX450W,
51766,281386,,,,,,(IN WIN) GR ONE USB 3.0 메탈릭 그레이 /케이스,IN WIN,컴퓨터주변기기,케이스(CASE),빅타워,,판매중,120000,, 재고있음,0,123200,120120,120120,120120,112000,114000,1760876,,케이스 / 제조회사 : IN WIN / 제품 분류 : PC케이스(ATX) / 지원 파워 규격 : 표준-ATX / 사운드 : HD AUDIO / SSD 전용 베이 : 최대 8개 / 케이스 크기 : 빅타워 /,0,"3,000",,,해당없음
126555,363629,,,,,,(Phanteks) Enthoo EVOLV ATX TG AG /케이스,Phanteks,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,303000,,주식회사 아몽컴퍼니,0,311000,303230,303230,303230,330000,330000,4037770,,Phanteks / PC용 케이스 / 미들타워 / 지원 파워 : ATX / 파워 장착 위치 : 하단/뒷면 / ATX / mATX / EATX / MiniITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 194(mm) / VGA장착길이 : 420(mm) / 2.5베이 : 2 / 3.5베이 : 5 / 스토리지 장착 개수 : 2 / PCI슬롯 : 7 / USB 3.0 / 너비 : 235(mm) / 높이 : 495(mm) / 깊이 : 510(mm) / 장착 팬 개수 : 3 / 정면 : 140(mm)x2 / 강화 유리 / 뒷면 : 120(mm) 이상 / ,0,"3,000",,,
115545,403367,,,,,,(Sebap) 3TB Amigos SM1300RS (SATA3/5400/64M /HDD),Sebap,컴퓨터주변기기,저장장치(HDD),3TB 이상,,판매중,121000,,주식회사 엔비케이텍,0,124200,121100,121100,121100,140000,140000,7137433,,"Sebap / PC용 HDD / 용량 : 3(TB) / SATA3 / 디스크 크기 : 8.9cm(3.5) / 회전수 : 5,400(RPM) / 버퍼 크기 : 64(MB) / 최대 140(MB/s) / ",0,"3,000",,R-R-BdC-SM1300RS,R-R-Bdc-SM1300RS
115546,403368,,,,,,(Sebap) 4TB Amigos SM1400RS (SATA3/5400/64M /HDD),Sebap,컴퓨터주변기기,저장장치(HDD),3TB 이상,,판매중,155500,,주식회사 엔비케이텍,0,159600,155610,155610,155610,178500,178500,7137502,,"Sebap / PC용 HDD / 용량 : 4(TB) / SATA3 / 디스크 크기 : 8.9cm(3.5) / 회전수 : 5,400(RPM) / 버퍼 크기 : 64(MB) / 최대 140(MB/s) / ",0,"3,000",,R-R-BdC-SM1400RS,R-R-Bdc-SM1400RS
98086,350363,,,,,,(SuperFlower) SF-2000F14HP LEADEX PLATINUM /파워,SuperFlower,컴퓨터주변기기,파워(POWER),,,판매중,635000,,(주)품위,0,651900,635600,635600,635600,669000,669000,3353742,,파워 / 제조회사 : SuperFlower / 제품 분류 : ATX 파워 / 표기 출력 : 표기 2000W / 정격 출력 : 정격 2000W / 80 PLUS : 80 PLUS / +12V 출력방식 : +12V 싱글레일 / PFC 회로 : 액티브PFC /,0,"3,000",,"MSIP-REM-SF8-2000F14HP,YU10312-15001",MSIP-REM-SF8-2000F14HP
94959,345440,,,,,SF-650F14MG,(SuperFlower) SF-650F14MG II LEADEX GOLD /파워,SuperFlower,컴퓨터주변기기,파워(POWER),정격600/650W,,판매중,128000,,(주)뉴젠씨앤티,0,131400,128120,128120,128120,109000,113000,3224583,,"SuperFlower / ATX / 정격출력 : 650(W) / 메인커넥터 : 20+4 / 액티브PFC / 쿨링팬 개수 : 1(EA) / 팬크기 : 135(mm) / V2.2 / +12V방식 : +12V 싱글레일 / +12V : 54.1(A) / +5V : 22(A) / +3.3V : 24(A) / SATA : 6 / 4핀 IDE : 4, IDE x4 / 8핀(6+2) PCI-E : 6+2, PCI-E x4 / 보조8핀 / 대기전력1W / 풀 모듈러 / GOLD / 무상 7(년) /",0,"3,000",,,MSIP-REI-NZT-650F14MP
101492,378043,,,,,지포스 GT1030,(갤럭시) GALAX 지포스 GT1030 D5 2GB /VGA,갤럭시,컴퓨터주변기기,그래픽카드(VGA),지포스_GTX1000 이하,,판매중,115000,0,주식회사 지케이알테크,0,118100,118100,118100,118100,139000,139000,5150742,,"갤럭시 / nVIDIA / 기본 클럭 : 1,227(MHz) / 부스트 클럭 : 1,468(MHz) / PCIe3.0,4배속 / 칩셋모델 : Geforce 10 / GT 1030 / 쿠다프로세서 : 384(EA) / 메모리용량 : 2(GB) / GDDR5 / 버스 : 64(bit) / 속도 : 6,000(MHz) / 출력단자(HDMI) : 1(EA) / 출력단자(DVI) : 1(EA) / 권장파워 : 정격 300(W) 이상 / 팬쿨러 / 팬쿨러 개수 : 1(EA) / 길이 : 180(mm) / 높이 : 41(mm) /",0,"3,000",,MSIP-REM-GXL-GT1030,
101491,378042,,,,,지포스  GT1030,(갤럭시) GALAX 지포스 GT1030 강아지 EXOC D5 2GB LP /VGA,갤럭시,컴퓨터주변기기,그래픽카드(VGA),지포스_GTX1000 이하,,판매중,124000,,(주)베이스캠프씨엔엠,0,127300,127300,127300,127300,0,0,5150631,,"갤럭시 / nVIDIA / 기본 클럭 : 1,252(MHz) / 부스트 클럭 : 1,506(MHz) / PCIe3.0,4배속 / 칩셋모델 : Geforce 10 / GT 1030 / 쿠다프로세서 : 384(EA) / 메모리용량 : 2(GB) / GDDR5 / 버스 : 64(bit) / 속도 : 6,000(MHz) / 출력단자(HDMI) : 1(EA) / 출력단자(DVI) : 1(EA) / 4K / 권장파워 : 정격 300(W) 이상 / 팬쿨러 / 팬쿨러 개수 : 1(EA) / 길이 : 162(mm) / 높이 : 22(mm) /",0,"3,000",,MSIP-REM-GXL-GT1030-A,
98622,358202,,,,,갤럭시 GT710,(갤럭시) GALAX 지포스 GT710 D3 1GB LP 무소음 /VGA /VGA,갤럭시,컴퓨터주변기기,그래픽카드(VGA),,,판매중,50000,43200,주식회사 지케이알테크,0,51300,51300,51300,51300,62000,62000,3758234,,"갤럭시 / nVIDIA / 기본 클럭 : 954(MHz) / PCIe2.0,8배속 / 칩셋모델 : Geforce 700 / GT 710 / 쿠다프로세서 : 192(EA) / 메모리용량 : 1(GB) / GDDR3 / 버스 : 64(bit) / 속도 : 1,600(MHz) / 출력단자(HDMI) : 1(EA) / 출력단자(DVI) : 1(EA) / 모니터지원수 : 최대 3대 / 권장파워 : 정격 300(W) 이상 / 방열판 / 길이 : 171(mm) / 높이 : 38(mm) /",0,"3,000",,R-R-GXL-GT710-A,
115797,324052,,,,,,(마이크로닉스) Compact SFX 300W 80Plus Bronze /파워 [회원가입 계좌이체 맞춤할인 -2.5%],마이크로닉스,컴퓨터주변기기,파워(POWER),정격700/850W,,판매중,59000,,주식회사 해인디지탈,0,60600,59090,59090,59090,63500,65500,2716389,,"마이크로닉스 / M-ATX,SFX / 정격출력 : 300(W) / 액티브PFC / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 20(A) / +5V : 15(A) / +3.3V : 14(A) / SATA : 3 / 4핀 IDE : 4, IDE x2 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 6핀 PCI-E : 6, PCI-E x1 / 보조8핀 / 대기전력1W / 80PLUS : BRONZE / 보증기간 : 무상 3(년) /",0,"3,000",,"MSIP-REI-HMM-HPF-300BR-F08S,XU100157-14010A",
99202,324051,,,,,Compact SFX 350W 80Plus Bronze,(마이크로닉스) Compact SFX 350W 80Plus Bronze /파워,마이크로닉스,컴퓨터주변기기,파워(POWER),정격450W이하,,판매중,67500,,주식회사 해인디지탈,0,69300,67570,67570,67570,72500,75000,2717067,,"마이크로닉스 / M-ATX,SFX / 정격출력 : 350(W) / 메인커넥터 : 20+4 / 액티브PFC / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / +12V : 27(A) / +5V : 16(A) / +3.3V : 15(A) / SATA : 3 / 4핀 IDE : 4, IDE x2 / 8핀(6+2) PCI-E : 6+2, PCI-E x1 / 6핀 PCI-E : 6, PCI-E x1 / 보조8핀 / 대기전력1W / 80PLUS : BRONZE / 보증기간 : 무상 3(년) /",0,"3,000",,"MSIP-REI-HMM-HPF-350BR-F08S,XU100157-14010A",MSIP-REI-HMM-HPF-350BR-F08S
100793,344386,,,,,DDR4 8G PC4-17000,(삼성전자) DDR4 8G PC4-17000 ECC/REG /RAM,삼성전자,컴퓨터주변기기,메모리(RAM),서버용 REG/ECC,,판매중,78000,, 재고있음,0,80900,79120,79690,79690,0,0,3201319,12042655,삼성전자 / 서버 / DDR4 / DIMM / 용량 : 8(GB) / 클럭 : 2133MHz (PC4-17000) / 전압 : 1.20(V) / 패키지 구성 : 1(EA) / ECC / REG /,0,"3,000",,,
127737,319288,,,,,,(스카이디지탈) 파워스테이션4 PS4-350M 86P ActivePFC V2.31 /파워,스카이디지탈,컴퓨터주변기기,파워(POWER),정격450W이하,,판매중,46900,,(주)넥스트로드,0,48100,46900,46900,46900,49400,49400,2585670,,"스카이디지탈 / M-ATX,SFX / 정격출력 : 350(W) / 메인커넥터 : 24전용 / 액티브PFC / 쿨링팬 개수 : 1(EA) / 팬크기 : 60(mm) / V3.21 / +12V : 28(A) / +5V : 16(A) / +3.3V : 16(A) / SATA : 3 / 4핀 IDE : 4, IDE x2 / 6핀 PCI-E : 6, PCI-E x2 / 보조8핀 / 대기전력1W / 무상 3(년), 유상 2(년) /",0,"3,000",,"MSIP-REI-SDI-PS4-350M86P,XU100111-14019A",MSIP-REI-SDI-PS$-350M86P 
113832,319287,,,,,,(스카이디지탈) 파워스테이션4 PS4-350T 86P ActivePFC V2.31 /파워,스카이디지탈,컴퓨터주변기기,파워(POWER),정격450W이하,,판매중,49100,,(주)넥스트로드,0,50400,49140,49140,49140,51700,51700,2585708,,"스카이디지탈 / TFX / 정격출력 : 350(W) / 메인커넥터 : 24전용 / 액티브PFC / 쿨링팬 개수 : 1(EA) / 팬크기 : 80(mm) / V2.31 / +12V방식 : +12V 다중레일 / +12V : 15(A),15(A) / +5V : 16(A) / +3.3V : 16(A) / SATA : 3 / 4핀 IDE : 4, IDE x2 / 6핀 PCI-E : 6, PCI-E x2 / 보조8핀 / 대기전력1W / 보증기간 : 무상 3(년), 유상 2(년) / ",0,"3,000",,"MSIP-REI-SDI-PS4-350T86P,XU100111-14020A",MSIP-REI-SDI-PS4-350T86P 
106593,332037,,,,,NEXT-202N,(이지넷) NEXT-202N MINI USB 무선랜카드 /무선랜카드,이지넷유비쿼터스,컴퓨터주변기기,네이워크장비/기타,,,판매중,3740,,(주)윤성정보통신,0,3900,3800,3800,3800,3900,3900,2894943,,무선랜카드 / 제조회사 : 이지넷유비쿼터스 / 제품 분류 : 무선랜카드 / 안테나 수 : 인테나 / 인터페이스 : USB 2.0 / 주파수대역 : 2.4GHz /,0,"3,000",,MSIP-CRI-NXT-NEXT-202NMINI,MSIP-CRI-NXT-NEXT-202NMINI
126525,369817,,,,,,(타무즈) 노트북 DDR4 8G PC4-17000 CL15 /RAM,타무즈,컴퓨터주변기기,메모리(RAM),노트북용 메모리,,판매중,93500,,(주) 메이드시스템,0,97000,96900,96900,96900,0,0,4546081,,"타무즈 / 노트북 / DDR4 / SO-DIMM / 용량 : 8(GB) / 클럭 : 2133(MHz),PC4-17000 / CL15-15-15-36 / 전압 : 1.20(V) / 패키지 구성 : 1(EA) / ",0,"3,000",,해당없음,해당없음
