자체상품코드,통합상품코드,장부상품코드,장부상품명,대표상품코드,물류위치,모델명,상품명,제조사,카테고리1,카테고리2,카테고리3,카테고리4,상태값,매입가,발주가,공급처,시중가,일반회원,딜러Lv1,딜러Lv2,딜러Lv3,지도가현,지도가카,다나와No,에누리No,스펙,직발송 택배비,택배비,무료여부,인증코드번호 1,인증코드번호 2
115595,496780,,,,,,3RSYS R30 블랙 (미니타워),3RSYS,컴퓨터주변기기,케이스(CASE),미니타워,,판매중,18800,,(주)아토즈인터내셔널,0,19300,18820,18820,18820,20500,20500,28025804,,3RSYS / PC용 케이스 / 미니타워 / 지원 파워 : ATX / mATX / ITX / CPU쿨러장착높이 : 140(mm) / VGA장착길이 : 250(mm) / 3.5베이 : 2 / PCI슬롯 : 4 / 장착 팬 개수 : 1 / 측면 : STEEL / ,0,"4,000",,,
115596,496781,,,,,,3RSYS R30 화이트 (미니타워),3RSYS,컴퓨터주변기기,케이스(CASE),미니타워,,판매중,20700,,(주)아토즈인터내셔널,0,21200,20670,20670,20670,22500,22500,28025819,,3RSYS / PC용 케이스 / 미니타워 / 지원 파워 : ATX / mATX / ITX / CPU쿨러장착높이 : 140(mm) / VGA장착길이 : 250(mm) / 3.5베이 : 2 / PCI슬롯 : 4 / 장착 팬 개수 : 1 / 측면 : STEEL / ,0,"4,000",,,
128646,534604,,,,,,3RSYS R370 RGB (블랙),3RSYS,컴퓨터주변기기,케이스(CASE),미니타워,,판매중,24300,,(주)아토즈인터내셔널,0,24900,24280,24280,24280,26500,26500,100383761,,3RSYS / M-ATX 케이스 / 미니타워 / 파워 유무 : 파워미포함 / 지원 파워 : 표준-ATX / mATX / ITX / 수랭쿨러 지원 : 최대 2열 / CPU쿨러장착높이 : 158(mm) / VGA장착길이 : 275(mm) / 2.5베이 : 2(개) / 3.5베이 : 1(개) / 스토리지 장착 개수 : 최대 3(개) / PCI슬롯 : 4(개) / USB / USB 2.0 / USB3.x (5Gbps) / 너비 : 200(mm) / 높이 : 390(mm) / 깊이 : 317(mm) / 장착 팬 개수 : 총3개 / 측면 : 강화유리 / 전면 패널 : 메쉬 / 외부LED /,0,"3,000",,,
124458,520020,,,,,,3RSYS R40 (미니타워),3RSYS,컴퓨터주변기기,케이스(CASE),미니타워,,판매중,19700,,(주)아토즈인터내셔널,0,20200,19700,19700,19700,21500,21500,74806601,,3RSYS / PC용 케이스 / 미니타워 / 지원 파워 : ATX / mATX / ITX / CPU쿨러장착높이 : 158(mm) / VGA장착길이 : 270(mm) / 2.5베이 : 2 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 4 / USB / USB3.x (5Gbps) / 너비 : 181(mm) / 높이 : 357(mm) / 깊이 : 297(mm) / 장착 팬 개수 : 1 / 측면 : 통풍구 / ,0,"3,000",,,
124970,525728,,,,,3RSYS R530 (블랙),3RSYS R530 블랙 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,50500,,(주)아토즈인터내셔널,0,51800,50510,50510,50510,55000,55000,91423457,,수입/제조사 : 3RSYS / ,0,"3,000",,,
124969,525863,,,,,3RSYS R530 (화이트),3RSYS R530 화이트 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,54000,,(주)아토즈인터내셔널,0,55400,54020,54020,54020,59000,59000,91423472,,수입/제조사 : 3RSYS / ,0,"3,000",,,
118431,501588,,,,,,3RSYS R640 Quiet 블랙 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,87000,,(주)아토즈인터내셔널,0,89300,87070,87070,87070,95000,95000,31286447,,3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / mATX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 179(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 3 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 7 / USB 3.0 / USB 3.1(C) / 너비 : 230(mm) / 높이 : 492(mm) / 깊이 : 460(mm) / 장착 팬 개수 : 4 / 측면 : 강화 유리 / 팬컨트롤 /,0,"3,000",,,
118432,501589,,,,,,3RSYS R640 Quiet 화이트 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,91000,,(주)아토즈인터내셔널,0,93400,91070,91070,91070,99000,99000,31286465,,3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / mATX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 179(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 3 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 7 / USB 3.0 / USB 3.1(C) / 너비 : 230(mm) / 높이 : 492(mm) / 깊이 : 460(mm) / 장착 팬 개수 : 4 / 측면 : 강화 유리 / 팬컨트롤 / ,0,"3,000",,,
128680,531946,,,,,,3RSYS RX300 RGB (블랙),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,61500,,(주)아토즈인터내셔널,0,63100,61520,61520,61520,67000,67000,97221194,,3RSYS / PC용 케이스 / 미들타워 / 파워 유무 : 파워미포함 / 지원 파워 : 표준-ATX / ATX / mATX / MiniITX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 170(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 2(개) / 3.5베이 : 1(개) / 스토리지 장착 개수 : 최대 3(개) / PCI슬롯 : 7(개) / USB / USB 2.0 / USB 3.0 / USB3.x (5Gbps) / USB-C타입 (10Gbps) / USB 3.0(C) / USB 3.1(C) / 너비 : 214(mm) / 높이 : 465(mm) / 깊이 : 452(mm) / 장착 팬 개수 : 총6개 / 측면 : 강화유리 / 전면 패널 : 메쉬 / 외부LED /,0,"3,000",,,
122963,518821,,,,,3RSYS RX400 Quiet BTF (블랙),3RSYS RX400 Quiet BTF 블랙 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,71500,,(주)아토즈인터내셔널,0,73400,71570,71570,71570,77000,77000,73121462,,3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / ATX(후면커넥터) / mATX / M-ATX(후면커넥터) / ITX / 후면커넥터 TYPE : BTF / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 180(mm) / VGA장착길이 : 430(mm) / 2.5베이 : 5 / 3.5베이 : 2 / 스토리지 장착 개수 : 7 / PCI슬롯 : 7 / USB3.x (5Gbps) / USB-C타입 (5Gbps) / 너비 : 235(mm) / 높이 : 447(mm) / 깊이 : 471(mm) / 장착 팬 개수 : 3 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 / ,0,"3,000",,,
122964,518822,,,,,3RSYS RX400 Quiet BTF (화이트),3RSYS RX400 Quiet BTF 화이트 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,76000,,(주)아토즈인터내셔널,0,78000,76050,76050,76050,82000,82000,73121474,,3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / ATX(후면커넥터) / mATX / M-ATX(후면커넥터) / ITX / 후면커넥터 TYPE : BTF / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 180(mm) / VGA장착길이 : 430(mm) / 2.5베이 : 5 / 3.5베이 : 2 / 스토리지 장착 개수 : 7 / PCI슬롯 : 7 / USB3.x (5Gbps) / USB-C타입 (5Gbps) / 너비 : 235(mm) / 높이 : 447(mm) / 깊이 : 471(mm) / 장착 팬 개수 : 3 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 / ,0,"3,000",,,
127847,533584,,,,,,3RSYS RX500 Quiet (블랙),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,70500,,(주)아토즈인터내셔널,0,72400,70590,70590,70590,77000,77000,99049688,,3RSYS / PC용 케이스 / 미들타워 / 파워 유무 : 파워미포함 / 지원 파워 : 표준-ATX / ATX / mATX / MiniITX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 177(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 2(개) / 3.5베이 : 2(개) / 스토리지 장착 개수 : 최대 4(개) / PCI슬롯 : 7(개) / USB / USB 2.0 / USB 3.0 / USB3.x (5Gbps) / USB-C타입 (5Gbps) / USB 3.0(C) / 너비 : 225(mm) / 높이 : 464(mm) / 깊이 : 434(mm) / 장착 팬 개수 : 총5개 / 측면 : 강화유리 / 전면 패널 : 메쉬 / 외부LED / ,0,"3,000",,,
120865,504149,,,,,,3RSYS S402 Quiet 리버스 BTF 블랙 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,85500,,(주)아토즈인터내셔널,0,87800,85610,85610,85610,92000,92000,34816706,,"3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / mATX / ITX / ATX (BTF), Micro-ATX (BTF) / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 160(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 1 / 3.5베이 : 1 / 스토리지 장착 개수 : 2 / PCI슬롯 : 7 / USB 3.0 / USB 3.1(C) / 너비 : 285(mm) / 높이 : 400(mm) / 깊이 : 440(mm) / 장착 팬 개수 : 4 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 / ",0,"3,000",,,
119856,504150,,,,,,3RSYS S402 Quiet 리버스 BTF 화이트 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,92000,,(주)아토즈인터내셔널,0,94400,92040,92040,92040,99000,99000,34816730,,"3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / mATX / ITX / ATX (BTF), Micro-ATX (BTF) / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 160(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 1 / 3.5베이 : 1 / 스토리지 장착 개수 : 2 / PCI슬롯 : 7 / USB 3.0 / USB 3.1(C) / 너비 : 285(mm) / 높이 : 400(mm) / 깊이 : 440(mm) / 장착 팬 개수 : 4 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 /",0,"3,000",,,
119971,505212,,,,,,3RSYS S404 Quiet 리버스 블랙 (미니타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,63200,,(주)아토즈인터내셔널,0,64900,63280,63280,63280,68000,68000,39614225,,3RSYS / PC용 케이스 / 미니타워 / 지원 파워 : ATX / mATX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 160(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 2 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 5 / USB 3.0 / USB 3.0(C) / 너비 : 285(mm) / 높이 : 370(mm) / 깊이 : 425(mm) / 장착 팬 개수 : 3 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 /,0,"3,000",,,
119972,505213,,,,,,3RSYS S404 Quiet 리버스 화이트 (미니타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,70600,,(주)아토즈인터내셔널,0,72500,70690,70690,70690,76000,76000,39616661,,3RSYS / PC용 케이스 / 미니타워 / 지원 파워 : ATX / mATX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 160(mm) / VGA장착길이 : 400(mm) / 2.5베이 : 2 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 5 / USB 3.0 / USB 3.0(C) / 너비 : 285(mm) / 높이 : 370(mm) / 깊이 : 425(mm) / 장착 팬 개수 : 3 / 측면 : 강화 유리 / 전면 패널 : 강화 유리 /,0,"3,000",,,
118433,501161,,,,,,3RSYS S406 Quiet 리버스 화이트 (미들타워),3RSYS,컴퓨터주변기기,케이스(CASE),미들타워,,판매중,81500,, 재고있음,0,83700,81610,81610,81610,88000,88000,30228047,,3RSYS / PC용 케이스 / 미들타워 / 지원 파워 : ATX / ATX / mATX / ITX / 수랭쿨러 지원 : 최대 3열 / CPU쿨러장착높이 : 165(mm) / VGA장착길이 : 410(mm) / 2.5베이 : 2 / 3.5베이 : 2 / 스토리지 장착 개수 : 4 / PCI슬롯 : 7 / USB / USB 3.0 / USB 3.0(C) / 너비 : 210(mm) / 높이 : 465(mm) / 깊이 : 420(mm) / 장착 팬 개수 : 4 / 측면 : 강화 유리 /,0,"3,000",,,
118439,501518,,,,,,3RSYS Silence GI 120 데이지체인 3PACK (BLACK),3RSYS,컴퓨터주변기기,CPU쿨러,수냉쿨러,,판매중,38000,,(주)아토즈인터내셔널,0,39000,38030,38030,38030,41000,41000,31077890,,쿨러.튜닝.조명.액세서리 / 3RSYS Silence GI 120 데이지체인 3PACK (BLACK),0,"3,000",,,
118437,501520,,,,,,3RSYS Silence GI 120 데이지체인 3PACK (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,수냉쿨러,,판매중,40500,,(주)아토즈인터내셔널,0,41600,40560,40560,40560,44000,44000,31077950,,쿨러.튜닝.조명.액세서리 / 3RSYS Silence GI 120 데이지체인 3PACK (WHITE),0,"3,000",,,
118438,501517,,,,,,3RSYS Silence GI 120 데이지체인 리버스 3PACK (BLACK),3RSYS,컴퓨터주변기기,CPU쿨러,수냉쿨러,,판매중,38000,,(주)아토즈인터내셔널,0,39000,38030,38030,38030,41000,41000,31078118,,쿨러.튜닝.조명.액세서리 / 3RSYS Silence GI 120 데이지체인 리버스 3PACK (BLACK),0,"3,000",,,
118436,501519,,,,,,3RSYS Silence GI 120 데이지체인 리버스 3PACK (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,수냉쿨러,,판매중,40500,,(주)아토즈인터내셔널,0,41600,40560,40560,40560,44000,44000,31078175,,쿨러.튜닝.조명.액세서리 / 3RSYS Silence GI 120 데이지체인 리버스 3PACK (WHITE),0,"3,000",,,
123870,511543,,,,,,3RSYS Socoool BYK 480 ARGB (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,수냉쿨러,,판매중,94500,,(주)아토즈인터내셔널,0,97000,94580,94580,94580,99000,103000,60168752,,"3RSYS / CPU쿨러 / 수랭 / 수랭팬개수 : 4(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 2,000(RPM) / LGA1700 / LGA1200 / AM5 / AM4 / LED 라이트 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 5년+누수보장 / ",0,"3,000",,,
116859,496112,,,,,,3RSYS Socoool RC 1100 PWM,3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,46500,,(주)아토즈인터내셔널,0,47700,46510,46510,46510,49000,51000,27808526,,"3RSYS / CPU쿨러 / 공랭 / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 1,850(RPM) / 높이 : 135(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / A/S기간 : 3(년) / ",0,"3,000",,,
116857,498222,,,,,,3RSYS Socoool RC-1800 Quiet 솔더링 (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,66000,,(주)아토즈인터내셔널,0,67800,66110,66110,66110,69500,72000,28604933,,"3RSYS / CPU쿨러 / 공랭 / TDP : 270(W) / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 156(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 3(년) /",0,"3,000",,,
108035,415540,,,,,3RSYS Socoool RC100 RGB (SILVER),3RSYS Socoool RC100 RGB (SILVER),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,17000,,(주)아토즈인터내셔널,0,17500,17060,17060,17060,17900,18500,8180158,,"3RSYS / CPU쿨러 / 공랭 / 히트파이프 : 4(EA) / 전원단자 : 4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 130(mm) / LGA1700 / LGA1200 / LGA115(X) / LGA775 / LGA1366 / AM4 / FM(X),AM(X) / 소켓940 / 소켓754 / 소켓939 / LED 라이트 / ",0,"2,500",,해당없음,
122425,513840,,,,,,3RSYS Socoool RC1050 ARGB 램프리 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,29900,,(주)아토즈인터내셔널,0,30700,29930,29930,29930,31300,32500,67512092,,"3RSYS / CPU쿨러 / 공랭 / TDP : 240(W) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 153.5(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 3(년) /",0,"3,000",,,
122474,513846,,,,,,3RSYS Socoool RC1050 ARGB 램프리 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,29900,, 재고있음,0,30700,29930,29930,29930,31300,32500,67512098,,"3RSYS / CPU쿨러 / 공랭 / TDP : 240(W) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 153.5(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 3(년) /",0,"3,000",,,
122088,513841,,,,,,3RSYS Socoool RC1050N PWM 램프리 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,28000,,(주)아토즈인터내셔널,0,28700,27980,27980,27980,29500,30500,67512053,,"3RSYS / CPU쿨러 / 공랭 / TDP : 240(W) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 153.5(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 3(년) /",0,"3,000",,,
122684,513847,,,,,,3RSYS Socoool RC1050N PWM 램프리 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,28000,,(주)아토즈인터내셔널,0,28700,27980,27980,27980,29500,30500,67512074,,"3RSYS / CPU쿨러 / 공랭 / TDP : 240(W) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 153.5(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 3(년) / ",0,"3,000",,,
124764,524077,,,,,3RSYS Socoool RC1400 Quiet 쌍철봉 (블랙),3RSYS Socoool RC1400 Quiet 쌍철봉 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,36300,,(주)아토즈인터내셔널,0,37300,36370,36370,36370,38000,39500,89604731,134378690,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 253(W) / 히트파이프 : 6(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 151(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 히트싱크5년+팬3년 / ",0,"3,000",,,
127071,525711,,,,,,3RSYS Socoool RC1400N Quiet 쌍철봉 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,33500,,(주)아토즈인터내셔널,0,34400,33540,33540,33540,35300,36500,91349579,,CPU쿨러 / 3RSYS Socoool RC1400N Quiet 쌍철봉 (블랙),0,"3,000",,,
127070,525714,,,,,3RSYS Socoool RC1400N Quiet 쌍철봉 (화이트),3RSYS Socoool RC1400N Quiet 쌍철봉 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,33500,,(주)아토즈인터내셔널,0,34400,33540,33540,33540,35300,36500,91349600,135149620,"3RSYS / CPU쿨러 / 공랭 / TDP : 253(W) / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 151(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / A/S기간 : 히트싱크5년+팬3년 / ",0,"3,000",,,
116869,482568,,,,,3RSYS Socoool RC150 RGB,3RSYS Socoool RC150 RGB,3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,16500,,(주)아토즈인터내셔널,0,16900,16480,16480,16480,17300,18000,18475733,,CPU쿨러 / 3RSYS Socoool RC150 RGB,0,"3,000",,,
116867,490843,,,,,,3RSYS Socoool RC1800 LITE (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,45000,,(주)아토즈인터내셔널,0,46200,45050,45050,45050,47300,49000,20360744,,"3RSYS / CPU쿨러 / 공랭 / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 1,600(RPM) / 높이 : 156(mm) / 소켓1700 / LGA1200 / LGA115(X) / AM5 / AM4 / A/S기간 : 3(년) / ",0,"3,000",,,
121125,508048,,,,,,3RSYS Socoool RC1800 LITE Quiet (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,45000,, 재고있음,0,46100,44950,44950,44950,47300,49000,52068632,,"3RSYS / CPU쿨러 / 공랭 / TDP : 270(W) / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 1,800(RPM) / 높이 : 156(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / A/S기간 : 3(년) / ",0,"3,000",,,
120906,507877,,,,,3RSYS Socoool RC1900 ARGB 솔더링 (BLACK),3RSYS Socoool RC1900 ARGB 솔더링 (BLACK),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,76500,,(주)아토즈인터내셔널,0,78500,76540,76540,76540,80700,83500,51815528,,CPU쿨러 / 3RSYS Socoool RC1900 ARGB 솔더링 (BLACK),0,"3,000",,,
120907,507878,,,,,3RSYS Socoool RC1900 ARGB 솔더링 (WHITE),3RSYS Socoool RC1900 ARGB 솔더링 (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,79000,,(주)아토즈인터내셔널,0,81100,79070,79070,79070,83000,86000,51815567,,CPU쿨러 / 3RSYS Socoool RC1900 ARGB 솔더링 (WHITE),0,"3,000",,,
121011,508083,,,,,3RSYS Socoool RC1900N 솔더링 (BLACK),3RSYS Socoool RC1900N 솔더링 (BLACK),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,74500,,(주)아토즈인터내셔널,0,76500,74590,74590,74590,78500,81000,52261076,,CPU쿨러 / 3RSYS Socoool RC1900N 솔더링 (BLACK),0,"3,000",,,
121012,508084,,,,,3RSYS Socoool RC1900N 솔더링 (WHITE),3RSYS Socoool RC1900N 솔더링 (WHITE),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,76000,,(주)아토즈인터내셔널,0,78000,76050,76050,76050,80500,83000,52261094,,CPU쿨러 / 3RSYS Socoool RC1900N 솔더링 (WHITE),0,"3,000",,,
126857,525212,,,,,,3RSYS Socoool RC1910 Quiet 쌍철봉 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,79500,,(주)아토즈인터내셔널,0,86900,84730,84730,84730,83500,86500,90889283,,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 157(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / A/S기간 : 팬3년+히트싱크5년 /",0,"3,000",,,
126852,525213,,,,,,3RSYS Socoool RC1910 Quiet 쌍철봉 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,81000,,(주)아토즈인터내셔널,0,83100,81020,81020,81020,85500,88500,90889304,,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 157(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / A/S기간 : 팬3년+히트싱크5년 /",0,"3,000",,,
128644,536917,,,,,,3RSYS Socoool RC1910N Quiet 쌍철봉 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,76500,,(주)아토즈인터내셔널,0,78600,78520,78520,78520,81000,83500,103186868,,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 151(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / A/S기간 : 5(년) / ",0,"3,000",,,
128645,536918,,,,,,3RSYS Socoool RC1910N Quiet 쌍철봉 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,79500,,(주)아토즈인터내셔널,0,81600,81520,81520,81520,83500,86500,103186895,,"3RSYS / CPU쿨러 / 공랭 / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 4핀 / 최대 팬속도 : 2,000(RPM) / 높이 : 151(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / A/S기간 : 5(년) / ",0,"3,000",,,
123865,521783,,,,,3RSYS Socoool RC1920 DIGITAL 쌍철봉 (블랙),3RSYS Socoool RC1920 DIGITAL 쌍철봉 (블랙),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,83500,,(주)아토즈인터내셔널,0,85700,83560,83560,83560,88000,91000,77621870,,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 1,600(RPM), 2,200(RPM) / 높이 : 157(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / A/S기간 : 5(년) /",0,"3,000",,,
123867,521785,,,,,3RSYS Socoool RC1920 DIGITAL 쌍철봉 (화이트),3RSYS Socoool RC1920 DIGITAL 쌍철봉 (화이트),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,85500,,(주)아토즈인터내셔널,0,87800,85610,85610,85610,90000,93000,77621900,,"3RSYS / CPU쿨러 / 공랭(듀얼타워) / TDP : 280(W) / 히트파이프 : 6(EA) / 전원단자 : 3~4핀 / 최대 팬속도 : 1,600(RPM), 2,200(RPM) / 높이 : 157(mm) / LGA1851 / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / A/S기간 : 5(년) / ",0,"3,000",,,
121890,509786,,,,,,3RSYS Socoool RC250 ARGB (BLACK),3RSYS,컴퓨터주변기기,CPU쿨러,공랭쿨러,,판매중,19700,,(주)아토즈인터내셔널,0,20200,19700,19700,19700,20800,21500,56144279,,"3RSYS / CPU쿨러 / 공랭 / TDP : 200(W) / 전원단자 : 3~4핀 / 최대 팬속도 : 2,300(RPM) / 높이 : 119(mm) / LGA1700 / LGA1200 / LGA115(X) / AM5 / AM4 / LED 라이트 / LED시스템 : AURA,MYSTIC,RGB FUSION,POLYCHROME / A/S기간 : 1(년) /",0,"3,000",,,
